{'timestamp': '2026-02-08T16:42:00.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 267, 'status_code': 200}
{'timestamp': '2026-02-08T16:50:50.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 175, 'status_code': 200}
{'timestamp': '2026-02-08T16:50:53.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 246, 'status_code': 200}
{'timestamp': '2026-02-08T16:50:57.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 130, 'status_code': 200}
{'timestamp': '2026-02-08T16:50:59.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 257, 'status_code': 200}
{'timestamp': '2026-02-08T16:51:02.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 149, 'status_code': 200}
{'timestamp': '2026-02-08T16:51:04.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 275, 'status_code': 200}
{'timestamp': '2026-02-08T16:51:09.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 285, 'status_code': 200}
{'timestamp': '2026-02-08T16:51:14.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 137, 'status_code': 200}
{'timestamp': '2026-02-08T16:51:17.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 54, 'status_code': 200}
{'timestamp': '2026-02-08T16:51:18.895049', 'level': 'ERROR', 'service': 'api-gateway', 'message': 'Database connection timeout', 'latency_ms': 1503, 'status_code': 500}
{'timestamp': '2026-02-08T16:51:20.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 199, 'status_code': 200}
{'timestamp': '2026-02-08T16:51:24.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 253, 'status_code': 200}
{'timestamp': '2026-02-08T16:51:29.895049', 'level': 'ERROR', 'service': 'db-service', 'message': 'Service unavailable', 'latency_ms': 508, 'status_code': 503}
{'timestamp': '2026-02-08T16:51:33.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 245, 'status_code': 200}
{'timestamp': '2026-02-08T16:51:37.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 120, 'status_code': 200}
{'timestamp': '2026-02-08T16:51:39.895049', 'level': 'ERROR', 'service': 'auth-service', 'message': 'Unhandled exception occurred', 'latency_ms': 2345, 'status_code': 503}
{'timestamp': '2026-02-08T16:51:41.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 280, 'status_code': 200}
{'timestamp': '2026-02-08T16:51:46.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 62, 'status_code': 200}
{'timestamp': '2026-02-08T16:51:50.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 197, 'status_code': 200}
{'timestamp': '2026-02-08T16:51:53.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 252, 'status_code': 200}
{'timestamp': '2026-02-08T16:51:55.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 97, 'status_code': 200}
{'timestamp': '2026-02-08T16:51:57.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 298, 'status_code': 200}
{'timestamp': '2026-02-08T16:51:58.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 260, 'status_code': 200}
{'timestamp': '2026-02-08T16:52:02.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 84, 'status_code': 200}
{'timestamp': '2026-02-08T16:52:04.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 153, 'status_code': 200}
{'timestamp': '2026-02-08T16:52:05.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 284, 'status_code': 200}
{'timestamp': '2026-02-08T16:52:10.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 241, 'status_code': 200}
{'timestamp': '2026-02-08T16:52:12.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 63, 'status_code': 200}
{'timestamp': '2026-02-08T16:52:17.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 123, 'status_code': 200}
{'timestamp': '2026-02-08T16:52:20.895049', 'level': 'ERROR', 'service': 'api-gateway', 'message': 'Service unavailable', 'latency_ms': 2901, 'status_code': 503}
{'timestamp': '2026-02-08T16:52:24.895049', 'level': 'ERROR', 'service': 'auth-service', 'message': 'Unhandled exception occurred', 'latency_ms': 1243, 'status_code': 503}
{'timestamp': '2026-02-08T16:52:29.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 55, 'status_code': 200}
{'timestamp': '2026-02-08T16:52:30.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 166, 'status_code': 200}
{'timestamp': '2026-02-08T16:52:35.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 214, 'status_code': 200}
{'timestamp': '2026-02-08T16:52:36.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 185, 'status_code': 200}
{'timestamp': '2026-02-08T16:52:38.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 103, 'status_code': 200}
{'timestamp': '2026-02-08T16:52:43.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 224, 'status_code': 200}
{'timestamp': '2026-02-08T16:52:47.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 200, 'status_code': 200}
{'timestamp': '2026-02-08T16:52:52.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 78, 'status_code': 200}
{'timestamp': '2026-02-08T16:52:57.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 87, 'status_code': 200}
{'timestamp': '2026-02-08T16:52:59.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 90, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:00.895049', 'level': 'ERROR', 'service': 'db-service', 'message': 'Database connection timeout', 'latency_ms': 2527, 'status_code': 502}
{'timestamp': '2026-02-08T16:53:02.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 196, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:07.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 108, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:10.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 124, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:15.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 179, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:16.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 157, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:17.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 59, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:18.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 166, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:19.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 226, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:21.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 245, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:26.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Cache hit', 'latency_ms': 293, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:27.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 220, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:32.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 299, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:34.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 279, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:39.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 126, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:40.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 297, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:41.895049', 'level': 'ERROR', 'service': 'auth-service', 'message': 'Memory limit exceeded', 'latency_ms': 2213, 'status_code': 502}
{'timestamp': '2026-02-08T16:53:45.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 219, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:50.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 172, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:51.895049', 'level': 'ERROR', 'service': 'api-gateway', 'message': 'Unhandled exception occurred', 'latency_ms': 2399, 'status_code': 502}
{'timestamp': '2026-02-08T16:53:54.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 237, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:57.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 89, 'status_code': 200}
{'timestamp': '2026-02-08T16:53:59.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 255, 'status_code': 200}
{'timestamp': '2026-02-08T16:54:03.895049', 'level': 'ERROR', 'service': 'auth-service', 'message': 'Unhandled exception occurred', 'latency_ms': 2144, 'status_code': 502}
{'timestamp': '2026-02-08T16:54:05.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 241, 'status_code': 200}
{'timestamp': '2026-02-08T16:54:07.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 97, 'status_code': 200}
{'timestamp': '2026-02-08T16:54:12.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Cache hit', 'latency_ms': 274, 'status_code': 200}
{'timestamp': '2026-02-08T16:54:16.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 169, 'status_code': 200}
{'timestamp': '2026-02-08T16:54:20.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 263, 'status_code': 200}
{'timestamp': '2026-02-08T16:54:21.895049', 'level': 'ERROR', 'service': 'db-service', 'message': 'Database connection timeout', 'latency_ms': 1569, 'status_code': 500}
{'timestamp': '2026-02-08T16:54:24.895049', 'level': 'ERROR', 'service': 'db-service', 'message': 'Database connection timeout', 'latency_ms': 713, 'status_code': 502}
{'timestamp': '2026-02-08T16:54:28.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Cache hit', 'latency_ms': 235, 'status_code': 200}
{'timestamp': '2026-02-08T16:54:33.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 256, 'status_code': 200}
{'timestamp': '2026-02-08T16:54:38.895049', 'level': 'ERROR', 'service': 'api-gateway', 'message': 'Memory limit exceeded', 'latency_ms': 1555, 'status_code': 502}
{'timestamp': '2026-02-08T16:54:43.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 300, 'status_code': 200}
{'timestamp': '2026-02-08T16:54:44.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 248, 'status_code': 200}
{'timestamp': '2026-02-08T16:54:45.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 276, 'status_code': 200}
{'timestamp': '2026-02-08T16:54:50.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 62, 'status_code': 200}
{'timestamp': '2026-02-08T16:54:51.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 137, 'status_code': 200}
{'timestamp': '2026-02-08T16:54:52.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 122, 'status_code': 200}
{'timestamp': '2026-02-08T16:54:55.895049', 'level': 'ERROR', 'service': 'db-service', 'message': 'Memory limit exceeded', 'latency_ms': 2537, 'status_code': 500}
{'timestamp': '2026-02-08T16:54:59.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 248, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:04.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 197, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:07.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 75, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:09.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 155, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:10.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 170, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:15.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 131, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:16.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 220, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:19.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 300, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:20.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 104, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:24.895049', 'level': 'ERROR', 'service': 'api-gateway', 'message': 'Service unavailable', 'latency_ms': 2141, 'status_code': 503}
{'timestamp': '2026-02-08T16:55:25.895049', 'level': 'ERROR', 'service': 'auth-service', 'message': 'Database connection timeout', 'latency_ms': 1183, 'status_code': 502}
{'timestamp': '2026-02-08T16:55:28.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 274, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:33.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 164, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:38.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Cache hit', 'latency_ms': 176, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:39.895049', 'level': 'ERROR', 'service': 'auth-service', 'message': 'Database connection timeout', 'latency_ms': 1786, 'status_code': 502}
{'timestamp': '2026-02-08T16:55:41.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 61, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:45.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 109, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:46.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 212, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:47.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 238, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:48.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Cache hit', 'latency_ms': 289, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:52.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 122, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:55.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Cache hit', 'latency_ms': 291, 'status_code': 200}
{'timestamp': '2026-02-08T16:55:58.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 125, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:00.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 282, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:03.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 135, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:05.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 60, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:08.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 114, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:10.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 249, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:12.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 65, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:14.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 75, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:15.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 286, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:19.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 153, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:21.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Cache hit', 'latency_ms': 297, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:26.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 230, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:29.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 246, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:34.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 58, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:35.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 146, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:38.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 247, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:41.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 248, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:42.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 236, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:45.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 195, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:50.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 240, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:54.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 278, 'status_code': 200}
{'timestamp': '2026-02-08T16:56:58.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 237, 'status_code': 200}
{'timestamp': '2026-02-08T16:57:03.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 122, 'status_code': 200}
{'timestamp': '2026-02-08T16:57:08.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 82, 'status_code': 200}
{'timestamp': '2026-02-08T16:57:11.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 225, 'status_code': 200}
{'timestamp': '2026-02-08T16:57:14.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 264, 'status_code': 200}
{'timestamp': '2026-02-08T16:57:18.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 162, 'status_code': 200}
{'timestamp': '2026-02-08T16:57:23.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 110, 'status_code': 200}
{'timestamp': '2026-02-08T16:57:27.895049', 'level': 'ERROR', 'service': 'auth-service', 'message': 'Failed to authenticate user', 'latency_ms': 597, 'status_code': 500}
{'timestamp': '2026-02-08T16:57:29.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 177, 'status_code': 200}
{'timestamp': '2026-02-08T16:57:33.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 254, 'status_code': 200}
{'timestamp': '2026-02-08T16:57:35.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 233, 'status_code': 200}
{'timestamp': '2026-02-08T16:57:36.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 198, 'status_code': 200}
{'timestamp': '2026-02-08T16:57:39.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Cache hit', 'latency_ms': 248, 'status_code': 200}
{'timestamp': '2026-02-08T16:57:41.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 285, 'status_code': 200}
{'timestamp': '2026-02-08T16:57:46.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 167, 'status_code': 200}
{'timestamp': '2026-02-08T16:57:50.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Cache hit', 'latency_ms': 218, 'status_code': 200}
{'timestamp': '2026-02-08T16:57:55.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 277, 'status_code': 200}
{'timestamp': '2026-02-08T16:57:59.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 90, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:04.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 175, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:06.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 218, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:11.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 55, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:14.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Request processed successfully', 'latency_ms': 96, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:16.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 81, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:21.895049', 'level': 'ERROR', 'service': 'db-service', 'message': 'Service unavailable', 'latency_ms': 2203, 'status_code': 500}
{'timestamp': '2026-02-08T16:58:22.895049', 'level': 'ERROR', 'service': 'auth-service', 'message': 'Service unavailable', 'latency_ms': 2829, 'status_code': 500}
{'timestamp': '2026-02-08T16:58:24.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'User logged in', 'latency_ms': 196, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:26.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 116, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:29.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 86, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:30.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 123, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:32.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 130, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:35.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 144, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:38.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 139, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:39.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'Request processed successfully', 'latency_ms': 185, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:44.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 180, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:48.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 214, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:49.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Request processed successfully', 'latency_ms': 286, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:50.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 235, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:51.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 158, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:52.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 128, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:53.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 132, 'status_code': 200}
{'timestamp': '2026-02-08T16:58:57.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Health check passed', 'latency_ms': 99, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:00.895049', 'level': 'INFO', 'service': 'api-gateway', 'message': 'Cache hit', 'latency_ms': 109, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:01.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Cache hit', 'latency_ms': 273, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:04.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'Health check passed', 'latency_ms': 127, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:06.895049', 'level': 'WARN', 'service': 'api-gateway', 'message': 'User logged in', 'latency_ms': 91, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:08.895049', 'level': 'ERROR', 'service': 'auth-service', 'message': 'Service unavailable', 'latency_ms': 1069, 'status_code': 500}
{'timestamp': '2026-02-08T16:59:12.895049', 'level': 'INFO', 'service': 'db-service', 'message': 'User logged in', 'latency_ms': 186, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:16.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 170, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:20.895049', 'level': 'WARN', 'service': 'db-service', 'message': 'Cache hit', 'latency_ms': 238, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:21.895049', 'level': 'WARN', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 281, 'status_code': 200}
{'timestamp': '2026-02-08T16:59:23.895049', 'level': 'INFO', 'service': 'auth-service', 'message': 'Health check passed', 'latency_ms': 83, 'status_code': 200}
